Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,-9999
812,Jesse Luketa,ARI,23,OLB,7,0,0,1,0,0.0%,0,,0.0,0,39.6,0.0,0,0,2,0,0,0.0,0,3,1,25.0%,LukeJe00
813,Daviyon Nixon,CAR,24,DT,7,0,0,0,0,,0,,,0,,,0,0,1,1,0,0.0,1,6,0,0.0%,NixoDa00
814,Pat O'Connor,TAM,29,DL,17,0,0,0,0,,0,,,0,,,0,0,1,0,1,0.0,1,6,1,14.3%,OConPa00
815,Sam Okuayinonu,TEN,24,DT,6,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.5,1,11,0,0.0%,OkuaSa00
816,Romeo Okwara,DET,27,DL,5,0,0,0,0,,0,,,0,,,0,0,1,0,0,2.0,2,8,0,0.0%,OkwaRo01
817,Chris Olave,NOR,22,WR,15,9,0,1,0,0.0%,0,,0.0,0,39.6,19.0,0,0,0,0,0,0.0,0,3,0,0.0%,OlavCh00
818,Esezi Otomewo,MIN,23,DL,5,0,0,1,1,100.0%,-1,-1.0,-1.0,0,79.2,-4.0,-4,3,0,0,0,0.0,0,5,0,0.0%,OtomEs00
819,Del'Shawn Phillips,BAL,26,LB,16,0,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,5,0,0.0%,PhilDe00
820,Anthony Pittman,DET,26,LB,17,1,0,2,1,50.0%,10,10.0,5.0,0,64.6,9.5,13,-3,2,1,1,0.0,2,5,0,0.0%,PittAn01
821,Bobby Price,DET,24,CB,5,0,0,4,2,50.0%,47,23.5,11.8,1,132.3,15.5,35,12,1,0,0,0.0,0,4,1,20.0%,PricBo00
822,Elijah Riley,PIT,24,S,4,0,0,2,1,50.0%,2,2.0,1.0,0,56.2,11.0,0,2,0,0,0,0.0,0,5,0,0.0%,RileEl01
823,Mark Robinson,PIT,23,LB,4,2,0,2,2,100.0%,33,16.5,16.5,0,118.7,6.5,13,20,1,0,0,0.0,0,9,0,0.0%,RobiMa03
824,Christian Rozeboom,LAR,25,LB,17,0,0,1,1,100.0%,1,1.0,1.0,0,79.2,-3.0,-3,4,0,0,0,0.0,0,8,0,0.0%,RozeCh00
825,J.J. Russell,TAM,24,LB,6,0,0,1,1,100.0%,11,11.0,11.0,0,112.5,5.0,5,6,0,0,0,0.0,0,6,0,0.0%,RussJJ00
826,Kevon Seymour,BAL,29,CB,14,0,0,1,0,0.0%,0,,0.0,0,39.6,12.0,0,0,0,0,0,0.0,0,3,0,0.0%,SeymKe00
827,Taylor Stallworth,2TM,27,,7,0,0,1,1,100.0%,5,5.0,5.0,0,87.5,1.0,1,4,0,0,1,0.0,1,8,0,0.0%,StalTa00
828,Tommy Togiai,CLE,23,DT,12,2,0,1,0,0.0%,0,,0.0,0,39.6,1.0,0,0,0,1,1,0.5,3,13,0,0.0%,TogiTo00
829,Tommy Tremble,CAR,22,TE,17,4,0,1,0,0.0%,0,,0.0,0,39.6,20.0,0,0,0,0,0,0.0,0,4,0,0.0%,TremTo00
830,Luiji Vilain,MIN,24,OLB,3,0,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,4,0,0.0%,VilaLu00
831,Derek Watt,PIT,30,FB,17,3,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,4,0,0.0%,WattDe00
832,Sterling Weatherford,CHI,23,LB,14,0,0,2,2,100.0%,19,9.5,9.5,0,106.2,2.0,4,15,0,0,0,0.0,0,4,0,0.0%,WeatSt01
833,Kristian Welch,BAL,24,LB,17,0,0,1,1,100.0%,14,14.0,14.0,0,118.7,12.0,12,2,0,0,0,0.0,0,3,0,0.0%,WelcKr00
834,Chase Young,WAS,23,DE,3,2,0,2,0,0.0%,0,,0.0,0,39.6,-5.5,0,0,0,0,1,0.0,1,5,0,0.0%,YounCh04
835,Olasunkanmi Adeniyi,TEN,25,OLB,3,1,0,0,0,,0,,,0,,,0,0,6,0,0,0.0,0,3,0,0.0%,AdenOl00
836,Jeremiah Attaochu,2TM,29,OLB,3,0,0,0,0,,0,,,0,,,0,0,0,1,0,0.0,1,2,0,0.0%,AttaJe00
837,Quinton Bell,ATL,26,OLB,4,0,0,0,0,,0,,,0,,,0,0,0,2,0,0.0,2,3,0,0.0%,BellQu00
838,Ross Blacklock,MIN,24,DL,11,0,0,1,1,100.0%,12,12.0,12.0,0,116.7,4.0,4,8,0,3,0,1.0,4,2,2,50.0%,BlacRo00
839,Mike Boone,DEN,27,RB,9,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,2,1,33.3%,BoonMi00
840,Aaron Brewer,ARI,32,LS,15,0,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,2,0,0.0%,BrewAa00
841,Tony Brown,IND,27,CB,16,0,0,0,0,,0,,,0,,,0,0,1,0,0,1.0,1,7,0,0.0%,BrowTo01
842,Jamie Collins,NWE,33,LB,3,1,0,1,1,100.0%,11,11.0,11.0,0,112.5,7.0,7,4,1,0,0,0.0,0,2,0,0.0%,CollJa00
843,Brandon Copeland,BAL,31,LB,3,0,0,1,1,100.0%,7,7.0,7.0,0,95.8,1.0,1,6,1,1,0,1.0,2,5,2,28.6%,CopeBr00
844,Xavier Crawford,SEA,27,CB,6,0,0,1,1,100.0%,6,6.0,6.0,0,91.7,6.0,6,0,0,0,0,0.0,0,3,0,0.0%,CrawXa00
845,Samuel Eguavoen,MIA,29,LB,17,0,0,4,4,100.0%,5,1.3,1.3,4,118.7,0.5,2,3,1,0,0,0.0,0,4,0,0.0%,EguaSa00
846,Milo Eifler,WAS,24,LB,10,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,4,1,20.0%,EiflMi00
847,Allan George,CIN,23,CB,4,0,0,4,3,75.0%,30,10.0,7.5,0,95.8,7.5,23,7,0,0,0,0.0,0,2,0,0.0%,GeorAl00
848,Tyler Higbee,LAR,29,TE,17,17,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,2,0,0.0%,HigbTy00
849,Ja'Marcus Ingram,BUF,25,CB,2,0,0,5,2,40.0%,38,19.0,7.6,0,67.1,10.4,24,14,0,0,0,0.0,0,3,0,0.0%,IngrJa00
850,Jackrabbit Jenkins,SFO,34,CB,2,0,0,2,2,100.0%,22,11.0,11.0,0,112.5,7.5,15,7,0,0,0,0.0,0,3,1,25.0%,JenkJa03
851,Darryl Johnson,SEA,25,LB,4,1,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,4,1,20.0%,JohnDa10
852,Kingsley Jonathan,2TM,24,,6,0,0,0,0,,0,,,0,,,0,0,0,2,0,0.0,2,5,0,0.0%,JonaKi00
853,Javon Kinlaw,SFO,25,DT,6,6,0,1,1,100.0%,5,5.0,5.0,0,87.5,-3.0,-3,8,0,3,0,0.0,3,4,1,20.0%,KinlJa00
854,Jordan Mason,SFO,23,RB,16,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,6,2,25.0%,MasoJo00
855,Hamsah Nasirildeen,NYJ,23,LB,7,0,0,1,1,100.0%,11,11.0,11.0,0,112.5,11.0,11,0,0,0,0,0.0,0,4,0,0.0%,NasiHa00
856,Amen Ogbongbemiga,LAC,24,LB,17,0,0,2,1,50.0%,19,19.0,9.5,0,83.3,9.0,17,2,0,0,0,0.0,0,6,0,0.0%,OgboAm00
857,Wyatt Ray,2TM,26,,4,0,0,1,1,100.0%,3,3.0,3.0,0,79.2,-4.0,-4,7,0,0,0,0.0,0,3,0,0.0%,RayxWy01
858,Shaun Wade,NWE,24,CB,3,0,0,6,4,66.7%,41,10.3,6.8,1,125.7,5.0,23,18,0,0,0,0.0,0,2,0,0.0%,WadeSh00
859,Ar'Darius Washington,BAL,23,S,3,0,0,1,1,100.0%,11,11.0,11.0,0,112.5,11.0,11,0,2,1,0,0.0,1,2,0,0.0%,WashAr00
860,Kyren Williams,LAR,22,RB,10,0,0,1,1,100.0%,18,18.0,18.0,0,118.7,13.0,13,5,0,0,0,0.0,0,2,1,33.3%,WillKy02
861,Jeff Wilson,2TM,27,RB,16,7,0,1,0,0.0%,0,,0.0,0,39.6,27.0,0,0,0,0,0,0.0,0,2,0,0.0%,WilsJe01
862,JT Woods,LAC,22,S,10,1,0,2,1,50.0%,33,33.0,16.5,1,135.4,14.5,12,21,0,0,0,0.0,0,3,1,25.0%,WoodJT00
863,Mackensie Alexander,DAL,29,CB,1,1,0,1,1,100.0%,12,12.0,12.0,0,116.7,9.0,9,3,0,0,0,0.0,0,1,0,0.0%,AlexMa01
864,Tarell Basham,2TM,28,,7,0,0,0,0,,0,,,0,,,0,0,2,2,0,0.0,2,5,0,0.0%,BashTa00
865,Eno Benjamin,3TM,23,,15,3,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,1,1,50.0%,BenjEn00
866,Raheem Blackshear,CAR,23,RB,13,1,0,1,1,100.0%,1,1.0,1.0,0,79.2,-5.0,-5,6,0,0,0,0.0,0,1,0,0.0%,BlacRa00
867,Dicaprio Bootle,KAN,25,DB,4,0,0,2,0,0.0%,0,,0.0,0,39.6,11.5,0,0,0,0,0,0.0,0,3,0,0.0%,BootDi00
868,Aaron Brewer,TEN,25,OL,17,17,0,1,0,0.0%,0,,0.0,0,39.6,0.0,0,0,0,0,0,0.0,0,1,0,0.0%,BrewAa01
869,Michael Brockers,DET,32,DL,6,5,0,0,0,,0,,,0,,,0,0,0,1,1,0.0,2,4,0,0.0%,BrocMi00
870,Andrew Brown,CHI,27,DT,5,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,1,1,50.0%,BrowAn05
871,Matthew Butler,LVR,23,DT,6,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.5,1,5,0,0.0%,ButlMa02
872,Taco Charlton,CHI,28,DL,5,0,0,2,2,100.0%,13,6.5,6.5,0,93.7,-0.5,-1,14,0,0,0,0.0,0,3,1,25.0%,CharTa00
873,Anthony Chesley,TAM,26,CB,7,0,0,1,1,100.0%,15,15.0,15.0,0,118.7,14.0,14,1,0,0,0,0.0,0,2,0,0.0%,ChesAn00
874,Carlos Davis,PIT,26,DT,1,0,0,0,0,,0,,,0,,,0,0,0,0,0,1.0,1,1,0,0.0%,DaviCa03
875,Dion Dawkins*,BUF,28,T,15,15,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,1,0,0.0%,DawkDi00
876,Trey Flowers,MIA,29,LB,4,0,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,4,0,0.0%,FlowTr00
877,Jacobi Francis,HOU,24,DB,5,0,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,1,0,0.0%,FranJa03
878,Jamie Gillan,NYG,25,P,17,0,0,0,0,,0,,,0,,,0,0,2,1,0,0.0,1,1,0,0.0%,GillJa00
879,Darrell Henderson,LAR,25,RB,10,7,0,1,0,0.0%,0,,0.0,0,39.6,-1.0,0,0,0,0,0,0.0,0,1,0,0.0%,HendDa00
880,Malik Herring,KAN,25,DE,7,0,0,1,1,100.0%,4,4.0,4.0,0,83.3,2.0,2,2,0,0,0,0.0,0,6,1,14.3%,HerrMa02
881,Christopher Hinton,LAC,22,DT,4,0,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,3,0,0.0%,HintCh01
882,Chris Jackson,TEN,24,DB,1,0,0,4,2,50.0%,20,10.0,5.0,1,104.2,11.8,15,5,0,0,0,0.0,0,1,1,50.0%,JackCh01
883,Christian Jones,SEA,31,LB,3,0,0,0,0,,0,,,0,,,0,0,2,0,0,0.0,0,2,0,0.0%,JoneCh05
884,Ted Karras,CIN,29,C,16,16,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,1,0,0.0%,KarrTe00
885,Chase Lucas,DET,25,CB,6,0,0,1,1,100.0%,6,6.0,6.0,0,91.7,3.0,3,3,0,0,0,0.0,0,3,0,0.0%,LucaCh01
886,J.D. McKissic,WAS,29,RB,8,0,0,2,1,50.0%,13,13.0,6.5,0,70.8,3.5,7,6,0,0,0,0.0,0,1,0,0.0%,McKiJ.00
887,Arron Mosby,CAR,23,LB,3,0,0,1,1,100.0%,7,7.0,7.0,0,95.8,5.0,5,2,0,0,0,0.0,0,1,0,0.0%,MosbAr00
888,David Ojabo,BAL,22,OLB,2,0,0,0,0,,0,,,0,,,0,0,0,0,0,1.0,1,1,0,0.0%,OjabDa00
889,Darius Phillips,DEN,27,CB,9,0,0,1,1,100.0%,5,5.0,5.0,0,87.5,-7.0,-7,12,0,0,0,0.0,0,2,0,0.0%,PhilDa02
890,Kevin Pierre-Louis,HOU,31,LB,2,0,0,3,0,0.0%,0,,0.0,0,39.6,10.0,0,0,2,1,0,0.0,1,4,1,20.0%,PierKe00
891,Elerson Smith,NYG,24,OLB,5,0,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,3,0,0.0%,SmitEl00
892,Channing Tindall,MIA,22,LB,16,0,0,1,1,100.0%,9,9.0,9.0,0,104.2,6.0,6,3,0,0,0,0.0,0,3,0,0.0%,TindCh00
893,Kemoko Turay,SFO,27,DL,3,0,0,0,0,,0,,,0,,,0,0,2,0,0,0.0,0,1,0,0.0%,TuraKe00
894,Nolan Turner,TAM,25,S,5,0,0,1,1,100.0%,-5,-5.0,-5.0,0,79.2,-5.0,-5,0,0,0,0,0.0,0,1,0,0.0%,TurnNo00
895,Brandon Williams,KAN,33,DT,5,0,0,0,0,,0,,,0,,,0,0,0,0,1,0.5,2,2,0,0.0%,WillBr02
896,Chris Williams,IND,24,DT,5,0,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,2,0,0.0%,WillCh08
897,James Winchester,KAN,33,LS,17,0,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,1,0,0.0%,WincJa00
898,David Bakhtiari,GNB,31,T,11,11,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,0,1,100.0%,BakhDa00
899,Joshuah Bledsoe,NWE,24,S,3,0,0,4,2,50.0%,17,8.5,4.3,2,101.0,19.3,17,0,2,0,0,0.0,0,1,0,0.0%,BledJo00
900,Tashawn Bower,LVR,27,DE,6,0,0,1,1,100.0%,13,13.0,13.0,0,118.7,-6.0,-6,19,3,0,0,0.0,0,1,0,0.0%,BoweTa00
901,Harrison Bryant,CLE,24,TE,17,9,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,0,0,,BryaHa00
902,Artie Burns,SEA,27,CB,3,0,0,1,0,0.0%,0,,0.0,0,39.6,19.0,0,0,0,0,0,0.0,0,0,0,,BurnAr00
903,Britain Covey,PHI,25,WR,17,0,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,0,0,,CoveBr00
904,Scott Daly,DET,28,LS,17,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,0,1,100.0%,DalySc01
905,Jalen Davis,CIN,26,CB,13,0,0,2,1,50.0%,9,9.0,4.5,0,62.5,0.5,1,8,0,0,0,0.0,0,2,0,0.0%,DaviJa06
906,Dan Feeney,NYJ,28,OL,17,2,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,0,1,100.0%,FeenDa00
907,Jonathan Garvin,GNB,23,LB,14,0,0,0,0,,0,,,0,,,0,0,21,1,2,0.0,3,8,0,0.0%,GarvJo00
908,Javelin Guidry,LVR,24,CB,4,0,0,3,3,100.0%,14,4.7,4.7,2,125.7,4.3,13,1,0,0,0,0.0,0,0,1,100.0%,GuidJa01
909,Jeff Gunter,CIN,23,DE,10,0,0,1,1,100.0%,21,21.0,21.0,0,118.7,0.0,0,21,0,0,0,0.0,0,1,1,50.0%,GuntJe01
910,Bryce Hall,NYJ,25,CB,5,0,0,2,1,50.0%,25,25.0,12.5,1,135.4,17.5,25,0,0,0,0,0.0,0,0,0,,HallBr02
911,Ladarius Hamilton,GNB,24,LB,3,0,0,0,0,,0,,,0,,,0,0,1,1,0,0.0,1,1,0,0.0%,HamiLa01
912,Daniel Hardy,LAR,24,OLB,6,0,0,0,0,,0,,,0,,,0,0,2,0,0,0.0,0,4,0,0.0%,HardDa01
913,Demone Harris,HOU,27,DL,3,0,0,0,0,,0,,,0,,,0,0,0,1,0,0.0,1,4,1,20.0%,HarrDe06
914,Kendall Hinton,DEN,25,WR,12,5,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,0,0,,HintKe00
915,Creed Humphrey*,KAN,23,C,17,17,0,1,0,0.0%,0,,0.0,0,39.6,-4.0,0,0,4,0,0,0.0,0,0,0,,HumpCr00
916,Caleb Huntley,ATL,24,RB,12,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,0,1,100.0%,HuntCa02
917,Josh Jobe,PHI,24,CB,11,0,0,1,1,100.0%,12,12.0,12.0,0,116.7,3.0,3,9,0,0,0,0.0,0,1,1,50.0%,JobeJo00
918,Cameron Johnston,HOU,30,P,17,0,0,1,0,0.0%,0,,0.0,0,39.6,9.0,0,0,0,0,0,0.0,0,0,0,,JohnCa02
919,Khalid Kareem,IND,24,DE,4,0,0,0,0,,0,,,0,,,0,0,0,0,3,0.0,3,1,0,0.0%,KareKh00
920,Joshua Kelley,LAC,25,RB,13,1,0,1,0,0.0%,0,,0.0,0,39.6,25.0,0,0,0,0,0,0.0,0,0,0,,KellJo01
921,Jeremiah Kolone,LAR,28,G,5,2,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,0,0,,KoloJe00
922,Nathan Landman,ATL,24,LB,7,0,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,1,0,0.0%,LandNa01
923,Jeremiah Ledbetter,JAX,28,DL,1,0,0,0,0,,0,,,0,,,0,0,0,0,1,0.0,1,0,0,,LedbJe00
924,Quenton Nelson*,IND,26,OL,17,17,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,1,0,0.0%,NelsQu00
925,David Njoku,CLE,26,TE,14,14,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,0,0,,NjokDa00
926,Taybor Pepper,SFO,28,LS,17,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,0,1,100.0%,PeppTa00
927,Nickell Robey-Coleman,LVR,30,CB,2,0,0,1,0,0.0%,0,,0.0,0,39.6,0.0,0,0,3,0,0,0.0,0,0,0,,RobeNi00
928,Cairo Santos,CHI,31,K,16,0,0,1,0,0.0%,0,,0.0,0,39.6,13.0,0,0,0,0,0,0.0,0,0,0,,SantCa01
929,Penei Sewell*,DET,22,T,17,17,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,0,1,100.0%,SewePe00
930,Isaiah Spiller,LAC,21,RB,6,0,0,2,0,0.0%,0,,0.0,0,39.6,9.5,0,0,0,0,0,0.0,0,0,0,,SpilIs00
931,Ben Stille,2TM,25,,7,1,0,0,0,,0,,,0,,,0,0,0,1,1,0.0,2,5,0,0.0%,StilBe00
932,Adam Trautman,NOR,25,TE,15,12,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,0,0,,TrauAd00
933,Billy Turner,DEN,31,OL,8,7,0,0,0,,0,,,0,,,0,0,1,0,0,0.0,0,0,0,,TurnBi00
934,Ke'Shawn Vaughn,TAM,25,RB,15,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.0,0,1,1,50.0%,VaugKe00
935,Cedrick Wilson Jr.,MIA,27,WR,15,0,0,1,0,0.0%,0,,0.0,0,39.6,42.0,0,0,0,0,0,0.0,0,0,0,,WilsCe01
936,Daniel Wise,WAS,26,DT,11,1,0,0,0,,0,,,0,,,0,0,0,0,2,0.0,2,1,0,0.0%,WiseDa01
